local timestamp;server timestamp;city;temp;wind_speed;wind_dir
2023-11-08 15:41:11;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:41:11;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:41:11;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:41:11;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:41:25;2023-11-08 15:40:12;Pécs;11.98;3.09;280
2023-11-08 15:41:25;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:41:25;2023-11-08 15:35:59;Debrecen;10.87;3.09;280
2023-11-08 15:41:25;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:41:25;2023-11-08 15:39:50;Kecskemét;11.59;6.17;320
2023-11-08 15:41:38;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:41:38;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:41:38;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:41:38;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:41:38;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:41:47;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:41:47;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:41:47;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:41:47;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:41:47;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:43:13;2023-11-08 15:35:59;Debrecen;10.87;3.09;280
2023-11-08 15:43:13;2023-11-08 15:40:12;Pécs;11.98;3.09;280
2023-11-08 15:43:13;2023-11-08 15:39:50;Kecskemét;11.59;6.17;320
2023-11-08 15:43:13;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:43:13;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:43:30;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:43:30;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:43:30;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:43:30;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:43:49;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:43:49;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:43:49;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:43:49;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:43:49;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:44:31;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:44:31;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:44:31;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:44:31;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:44:31;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:44:35;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:44:35;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:44:35;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:44:35;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:44:35;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:44:47;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:44:47;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:44:47;2023-11-08 15:39:50;Kecskemét;11.59;6.17;320
2023-11-08 15:44:47;2023-11-08 15:35:59;Debrecen;10.87;3.09;280
2023-11-08 15:44:47;2023-11-08 15:40:12;Pécs;11.98;3.09;280
2023-11-08 15:44:57;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:44:57;2023-11-08 15:40:38;Budapest;11.65;6.69;300
2023-11-08 15:44:57;2023-11-08 15:38:55;Pécs;11.98;3.09;280
2023-11-08 15:44:57;2023-11-08 15:38:55;Debrecen;10.87;3.09;280
2023-11-08 15:44:57;2023-11-08 15:40:44;Kecskemét;12.02;6.17;320
2023-11-08 15:45:13;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:45:13;2023-11-08 15:38:55;Pécs;11.98;3.09;280
2023-11-08 15:45:13;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:45:13;2023-11-08 15:39:00;Budapest;11.28;6.69;300
2023-11-08 15:45:13;2023-11-08 15:37:41;Kecskemét;11.59;6.17;320
2023-11-08 15:45:26;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:45:26;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:45:26;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:45:26;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:45:26;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
